text,label_class,label,illness,area,hospital,doctor,category
舒张性心力衰竭如何诊断检查,检查,0,舒张性心力衰竭,nall,nall,nall,nall
儿童癫痫能治疗吗?相信有不少家长对此颇有争议，其实在对儿童癫痫进行治疗的时候要针对病情进行治疗，不要盲目的轻信小广告的治疗手段，家长要对小孩子的健康负责才好。儿童癫痫的治疗须要注意不少方面，这也是为何不少家长感到迷惑的一个方面,注意事项,23,癫痫,nall,nall,nall,nall
母亲便秘，大便痛，便血，做韩国电子肛肠镜有什么缺点？,检查,0,便秘,nall,nall,nall,nall
脑发育不全性脑积水易发人群有哪些,传染性(易感人群),8,脑发育不全性脑积水,nall,nall,nall,nall
请问月经几个月没有来了是怎么回事？,病因,2,nall,nall,nall,nall,nall
引起青少年癫痫的病因的都有些什么说到癫痫咱们都了解，这是如今比较高发的一个顽固疾病，大部分人都这个病情所困惑。专家解答说，许多癫痫病人都是因为平时生活中不经意预防而致使的。,病因,2,癫痫,nall,nall,nall,nall
痔疮手术痔核脱落会出血吗,临床表现(病症表现),4,痔疮,nall,nall,nall,nall
是想要买该药来降血脂的，听别人说该药的效果还是很不错的，就想要买该药来服用了。,药物作用,21,nall,nall,nall,nall,nall
高血压为什么不能献血？,注意事项,23,高血压,nall,nall,nall,nall
想要更好的控制病情用的药，我已经服用该药有一个礼拜的时间了，感觉我的好像还是有点血压高。,药物作用,21,血压高,nall,nall,nall,nall
胆结石可以用中医来治疗吗,治疗方法,6,胆结石,nall,nall,nall,nall
您好，我患有细菌性前列腺炎，这和非细菌的有什么区别？,定义,1,细菌性前列腺炎,nall,nall,nall,nall
尖锐湿疣做过冷冻手术疣体结痂脱落还会复发尖锐湿疣做过冷冻手术疣体结痂脱落还会复发吗，后期饮食有哪些要注意的,饮食,18,尖锐湿疣,nall,nall,nall,nall
您好，请问硒酵母片作用显著吗？,药物作用,21,nall,nall,nall,nall,nall
你好，我想大概问一下啊你们这三唑仑片哪个科室配？,所属科室,7,nall,nall,nall,nall,nall
请问有珍宝丸去哪个地方购买划算。,所在地区,20,nall,nall,nall,nall,nall
心脏病患者能怀孕吗？,注意事项,23,心脏病,nall,nall,nall,nall
永信硫酸氨基葡萄糖胶囊是什么样子的？苦不苦呀？,饮食,18,nall,nall,nall,nall,nall
痔疮患者的饮食应该注意什么？,饮食,18,痔疮,nall,nall,nall,nall
患上了癫痫护理是很有必要的，癫痫患者要注意本人的一些事项，癫痫患者在日常生活中要选择好的饮食的习俗，日常生活中人们要注意护理事项,注意事项,23,癫痫,nall,nall,nall,nall
男人屁眼旁边长毛正常吗？,临床表现(病症表现),4,屁眼旁边长毛,nall,nall,nall,nall
我妈妈是有冠心病的，吃这个有没有治疗的作用？,药物作用,21,冠心病,nall,nall,nall,nall
婴儿打嗝时能喂奶吗？,注意事项,23,打嗝,nall,nall,nall,nall
多饮多尿的病因排除糖尿病,病因,2,糖尿病,nall,nall,nall,nall
三度心衰的患者服用芪苈强心胶囊见效如何？,药物作用,21,三度心衰,nall,nall,nall,nall
我今年47岁了，可能是有些更年期综合症了吧，我是不是可以用补血当归精？,药物作用,21,更年期综合症,nall,nall,nall,nall
我月经第4天可以用精油做背吗？,注意事项,23,nall,nall,nall,nall,nall
我严重失眠现在每天吃艾司唑仑,药物作用,21,失眠,nall,nall,nall,nall
腮腺炎单纯消炎可以游泳吗,注意事项,23,腮腺炎单纯消炎,nall,nall,nall,nall
鸡骨草胶囊有神么医学效果,药物作用,21,nall,nall,nall,nall,nall
支气管扩张在小孩中的发病率大概是多少,患病比例,16,支气管扩张,nall,nall,nall,nall
小儿癫痫属于一类较难治好的病情，只有把握治疗的最合适时间，才可以更好的去规避病情的恶化，减少对患者的危害，小儿癫痫发病还会对患者的智力发展和今后人生的发展造成许多不利影响，所以对小儿癫痫的治疗一定要尽快，那么，小孩癫痫可不能治好?,治愈率,10,小儿癫痫,nall,nall,nall,nall
想知道癫痫长期用药的危害有什么？,药物作用,21,癫痫,nall,nall,nall,nall
怀孕了检查nt是什么？,检查,0,nall,nall,nall,nall,nall
你好，我想大概问一下啊我听到街坊们说对于糖尿病来说阿卡波糖片，这个药好吗？,药物作用,21,糖尿病,nall,nall,nall,nall
我想知道得了间质性肺炎饮食上吃些什么?,饮食,18,间质性肺炎,nall,nall,nall,nall
你好，医生，请问一下我娘70岁心脏早搏医生让吃稳心颗粒靠谱吗,药物作用,21,早博,nall,nall,nall,nall
"我女儿今年12岁,今年常说腹痛，挂什么科室好..",所属科室,7,腹痛,nall,nall,nall,nall
还能治其他哪些病呢？医生该用什么药呢，我想快一点好起来。,推荐药品,12,nall,nall,nall,nall,nall
上个月七号来的大姨妈，然后31号做了一次，之前来大姨妈之前都有腹痛，但这个月没有腹痛，就是提前有来大姨妈的感觉，但一直没来，现在七号了，不知道是怀孕还是月经推迟,临床表现(病症表现),4,怀孕,nall,nall,nall,nall
我现在已经有5个月的身孕了想请教一下这个盐酸氯米帕明片还能...,注意事项,23,nall,nall,nall,nall,nall
上次月经开始是1号，这次到七号都没有来，怎么办,治疗方法,6,nall,nall,nall,nall,nall
今天膝关节突然就痛，当时有点声音，现在已经疼得没办法走路了，躺着都痛，痛得睡不了觉了，改采取什么样的办法？在去医院前可以吃洛索洛芬钠片吗？还有他有心脏病。,药物作用,21,膝关节痛,nall,nall,nall,nall
肝癌介入治疗5年还会复发吗,治愈率,10,肝癌,nall,nall,nall,nall
是想买该药来治疗肺气肿的，我是听该药的口碑还是很不错的，见该药的功效也算是蛮适合我的。,药物作用,21,肺气肿,nall,nall,nall,nall
乳腺小叶增生需要治疗吗？,治疗方法,6,乳腺小叶增,nall,nall,nall,nall
我在一次运动的时候突然晕倒了，把头磕了个大包，当时回家后没有在意。半年左右，有一天突然出现两眼上吊，口角歪斜，手也在抽动，自己心里明白，可就是控制不住，非常吓人。曾经的治疗情况和效果：我到医院检查说可能是癫痫，但是脑电图什么的没有异常。,检查,0,癫痫,nall,nall,nall,nall
曾经有肺气肿日常生活中需多注意什么,注意事项,23,肺气肿,nall,nall,nall,nall
我最近牙痛，请问我能同时服用四环素2片，强的松2片，保太松2片，安乃进1片吗？,药物作用,21,牙痛,nall,nall,nall,nall
先天性心脏病患儿手术需要注意什么？,注意事项,23,先天性心脏病,nall,nall,nall,nall
请问下腹痛到冒冷汗眩晕怎么回事？,病因,2,腹痛,nall,nall,nall,nall
上个月我跟我同事去西藏旅游了几天，刚去那里就感到特别难受，呼吸困难，去当地的医院检查了一下，医生说是窦性心动过缓，我想问问窦性心动过缓与海拔有关系吗？,病因,2,窦性心动过缓,nall,nall,nall,nall
如何检查颈动脉的狭窄程度？,检查,0,nall,nall,nall,nall,nall
我觉得恶心.难受.浑身难受为什么会这样,病因,2,恶心,nall,nall,nall,nall
请问月经推迟总想吐是怀孕了吗？,临床表现(病症表现),4,怀孕,nall,nall,nall,nall
请问血检数值是HCG139是否能确定是怀孕？,临床表现(病症表现),4,怀孕,nall,nall,nall,nall
胆经常痛吃过利胆片能治彻底吗,治愈率,10,胆经常痛,nall,nall,nall,nall
你好，我有关节疼痛现象，医生开了益肾蠲痹丸，这个药的作用是治疗关节疼的吗？,药物作用,21,关节疼痛,nall,nall,nall,nall
我妈查到患有冠心病，有亲戚就送了几盒双红活血胶囊来，这药是治冠心病没错吧？,药物作用,21,冠心病,nall,nall,nall,nall
怀孕八个月吃钙片好吗？我老是腿部抽筋，特别是半夜的时候，难受死啦。,药物作用,21,抽筋,nall,nall,nall,nall
朋友叫我帮忙买点，以前用过的，感觉还可以，但是当地没得买，就想在网上买的，考虑到怕会花钱买到假药，就像多了解一下。,费用,17,nall,nall,nall,nall,nall
手化脓严重吃庆大霉素有用吗,药物作用,21,手化脓,nall,nall,nall,nall
我想问正清风痛宁片瓶装的功效与盒装是一样的吗,药物作用,21,nall,nall,nall,nall,nall
我脸上长满了痘，背上胸前也有，中药也喝过，西药也吃了，不过都是没有作用，夏天就是一到都是大量的，有推荐的医生治疗这个痘痘的吗。,推荐医生,14,痘,nall,nall,nall,nall
对于儿童癫痫者来讲，想要成功的控制癫痫发作，除了接受正规治疗，还离不开饮食调养，因为不注意饮食及不良的饮食习惯都会引起癫痫的发作。,饮食,18,儿童癫痫,nall,nall,nall,nall
高血压的标准是多少？,定义,1,高血压,nall,nall,nall,nall
服用索里昂后精神不能集中咋办幻听有三年之久发现有三个月服药...,药物作用,21,幻听,nall,nall,nall,nall
盐酸贝尼地平片对心绞痛有效果吗？,药物作用,21,心绞痛,nall,nall,nall,nall
你好，我想大概问一下大药店注射用重组人生长激素是什么作用的,药物作用,21,nall,nall,nall,nall,nall
你好，我想买盐酸芬氟拉明片吃，可走保吗？,是否医保,15,nall,nall,nall,nall,nall
做CT确定L椎体是左侧横突骨折，请问这个骨折是指陈旧性骨折还是新生骨折呢,定义,1,骨折,nall,nall,nall,nall
我是心房颤动与心律不齐患者，我们夫妻比较年轻，需要性生活，但是心脏受损，担心在性生活过程中会突然发病，请问心房颤动与心律不齐有关系吗,相关病症,5,心房颤动,nall,nall,nall,nall
精索静脉曲张手术后面饮食要清淡吗,饮食,18,精索静脉曲张,nall,nall,nall,nall
医生建议我长期服用辅酶Q10胶囊这个药，你们网上可以出售的辅酶Q10胶囊吃了效果好不？,药物作用,21,nall,nall,nall,nall,nall
血压于150110，五年，单独服用波依定缬沙坦分散片，未见显效果,药物作用,21,nall,nall,nall,nall,nall
颅脑火器性损伤易发人群有哪些,传染性(易感人群),8,颅脑火器性损伤,nall,nall,nall,nall
虽然癫痫有一部分的遗传性，然而有的时候患者之所以会患上癫痫而是由于一些其它的因素诱发出来的。所以癫痫患者在平时医治的过程中，护理工作要注意哪些。,注意事项,23,癫痫,nall,nall,nall,nall
结缔组织外痔有哪些治疗药物？,推荐药品,12,结缔组织外痔,nall,nall,nall,nall
我想问问，复方益智补肾口服液在天津哪买,所在地区,20,nall,天津,nall,nall,nall
癫痫病的护理：癫痫病在临床上是一类多见的病情，癫痫的护理对病人的病情有一些的缓解作用。那么，怎样才可以做好癫痫的护理下面我们来明白下癫痫的护理应该注意的事项。,注意事项,23,癫痫,nall,nall,nall,nall
12月7号来的月经，一月一号行房，到现在还没有来月经，是怀孕了吗,临床表现(病症表现),4,nall,nall,nall,nall,nall
医生推荐我使用芪苈强心胶囊治疗心衰。,推荐药品,12,心衰,nall,nall,nall,nall
右小腿开放性粉碎骨折四个月了多久才能好呢,治疗时间,11,开放性粉碎骨折,nall,nall,nall,nall
一开始发烧去检查说是疱疹性咽颊炎，后来吃药2天后好了，好了一天后就开始咳嗽发烧，去医院拍胸片验血说是细菌引起的肺炎，住院治疗，后来拍肺CT说是双肺都有炎症，住院第3天就不发烧了，现在已经不发烧5天了，阿奇都用了5天了，后停用了，就是还有点咳嗽，医生又说还得输液几天，又说随时可以出院，请问现在这个情况算好了吗？,治愈率,10,疱疹性咽颊炎,nall,nall,nall,nall
做过外痔手术一年多，现在又有了，想咨询如何才能不用手术来治疗外痔？,治疗方法,6,外痔,nall,nall,nall,nall
quot10年前患上精神分裂症主要以幻听为主现在吃利培垌体，效果...,药物作用,21,精神分裂症,nall,nall,nall,nall
我吃依那普利16天，血压倒是降到正常，但手指脚趾开始发麻，吃寿比山行不行？,药物作用,21,nall,nall,nall,nall,nall
高血压为什么不能献血？,注意事项,23,高血压,nall,nall,nall,nall
患者有：肺结核，乙肝肝硬化有腹水药物性肝炎糖尿病现在是黄疸偏高有112，还能治好吗,治愈率,10,肺结核,nall,nall,nall,nall
鼻炎能引起临界高血压吗?,相关病症,5,鼻炎,nall,nall,nall,nall
癫痫会导致记忆力下降，这是很正常的吗。癫痫是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种神经系统的慢性疾病？,相关病症,5,癫痫,nall,nall,nall,nall
做心电图和动态心电图都是心律过缓，偶尔有时头晕点，还胸闷气短，还有胸口好像刺痛,检查,0,心律过缓,nall,nall,nall,nall
都五六年了，一直是血压低出现头晕，曾经有查过说是大脑供血不足，但是又被另一位大夫否定，真不知自己是哪里出了问题，血压60/90出现头晕，最严重就是早晨起来还会恶心。,病因,2,脑供血不足,nall,nall,nall,nall
新生儿颅内出血的治疗原则？,治疗方法,6,新生儿颅内出血,nall,nall,nall,nall
小孩子会不会受影响，听说会感染得先天性心脏病的，是吗,传染性(易感人群),8,先天性心脏病,nall,nall,nall,nall
妈妈有痔疮，湖南的医疗保险在深圳可以享受吗?,是否医保,15,痔疮,nall,nall,nall,nall
中国中医科学院西苑医院在哪个省的,所在地区,20,nall,nall,中国中医科学院西苑医院,nall,nall
糖尿病患者能不能做胆结石手术？,注意事项,23,糖尿病,nall,nall,nall,nall
心慌的老人吃了管用吗？给我一个比较好的建议，,饮食,18,心慌,nall,nall,nall,nall
查血糖前注意哪些？明天去。,注意事项,23,nall,nall,nall,nall,nall
请问每个月的月经量都很少会对怀孕产生什么影响吗？,相关病症,5,月经量都很少,nall,nall,nall,nall
肾病综合征是大病吗？,定义,1,肾病综合征,nall,nall,nall,nall
先心病的发病表现是怎么样的呢？,临床表现(病症表现),4,先心病,nall,nall,nall,nall
我妈妈检查出是冠心病了，朋友建议服用芪苈强心胶囊这个药治疗，芪苈强心胶囊可以有效治疗吗？,药物作用,21,冠心病,nall,nall,nall,nall
我想跟你说的是我是得了肝血管瘤，想问一下你得了肝血管瘤能运动吗？,注意事项,23,肝血管瘤,nall,nall,nall,nall
患有糖尿病大概占多少人群？,传染性(易感人群),8,糖尿病,nall,nall,nall,nall
急性心肌梗死患者康复后应注意什么?,注意事项,23,急性心肌梗,nall,nall,nall,nall
克罗恩病激素治疗副作用大吗？,药物作用,21,克罗恩病,nall,nall,nall,nall
病变？是不是需要进一步治疗？,治疗方法,6,nall,nall,nall,nall,nall
体育中考前能不能喝葡萄糖,药物作用,21,nall,nall,nall,nall,nall
癫痫疾病由于其发作的突发性让患者及其家人措手不及，让癫痫患者整天的提心吊胆，不知道癫痫疾病什么时候会发作，严重影响了患者及其家人的生活，那么癫痫患者能长途旅行吗？,注意事项,23,癫痫,nall,nall,nall,nall
我要服用盐酸氯米帕明片一个疗程的效果...,药物作用,21,nall,nall,nall,nall,nall
医生您好！我想请问想买这个琥珀酸美托洛尔缓释片，是否对我的病有帮助,药物作用,21,nall,nall,nall,nall,nall
血压低可以服用丹参保心茶吗,药物作用,21,血压低,nall,nall,nall,nall
是自身有问题吗？还是被感染造成的，有可以更好的控制这种的药物？,推荐药品,12,nall,nall,nall,nall,nall
长期心绞痛有，介绍什么医生看看？,推荐医生,14,心绞痛,nall,nall,nall,nall
癫痫就是我们生活中俗称的“羊癫疯”，这种病一般比较难缠，治愈的周期非常长，所以很多人只是仅仅吃了几天的药稍有好转就认为已经彻底治愈了，从而停药，那么轻微的癫痫停药后会复发还是完全康复吗?,治愈率,10,癫痫,nall,nall,nall,nall
北京长青肛肠医院治疗肛肠癌好吗,推荐医院,13,nall,nall,北京长青肛肠医院,nall,肛肠癌
我妈妈常年高血压，去年脑血栓住院，现在慢慢可以走路，右臂没有知觉，是否每天必须吃三遍降压药才可以治疗维持血压正常,饮食,18,高血压,nall,nall,nall,nall
我之前有风湿病，有时候会腰疼，然后这几天发现自己小腹开始疼，身上发热，就去医院看了看，是心包积液，但是量不多，想问心包积液正常比重是多少？,患病比例,16,心包积液,nall,nall,nall,nall
得了乳腺癌怕劳累吗,注意事项,23,乳腺癌,nall,nall,nall,nall
儿童患上癫痫病是大部分人都知道的，只是对于有些人来说，并不知道对癫痫病的治疗要注意哪些，这就耽误了对癫痫病患者的治疗。对于失神小病发的患者儿童，家长和教师不要对孩子表现出来的漫不以心、不认真而责备，因为这些有可能就是小孩子癫痫病的表现的形式。,注意事项,23,癫痫,nall,nall,nall,nall
宝宝睡觉时不踏实，时醒时睡，拍拍他就又睡啦，其他方面都很好，包括食欲，大小便等都很好，想问一下有什么好办法让宝宝睡眠好,饮食,18,nall,nall,nall,nall,nall
咨询一下，双氯芬酸钠缓释胶囊副作用有哪些？,药物作用,21,nall,nall,nall,nall,nall
伸筋片和硫酸氨基葡萄糖片药物成分,推荐药品,12,nall,nall,nall,nall,nall
想去买益肾蠲痹丸，咨询了解一下，益肾蠲痹丸作用？,药物作用,21,nall,nall,nall,nall,nall
11月做人流，12月月经少，这个月月经没来是怎么回事？,病因,2,月经没来,nall,nall,nall,nall
医院检查脑供血不足，高血压，吃这个管事嘛,药物作用,21,高血压,nall,nall,nall,nall
癫痫是大脑神经突发性异常放电，导致较短暂的大脑功能障碍的一种慢性顽疾。而癫痫发作是指脑神经元异常和过量超同步化放电所造成的临床现象。,临床表现(病症表现),4,癫痫,nall,nall,nall,nall
你好，我想请问一下安宫牛黄丸什么作用。急急急。谢谢,药物作用,21,nall,nall,nall,nall,nall
高血压平常注意事项中有不可以力量训练吗？,注意事项,23,高血压,nall,nall,nall,nall
我朋友一直在用培哚普利吲达帕胺片，是不是可以治疗高血压的啊，会有什么副作用吗？,药物作用,21,高血压,nall,nall,nall,nall
高血压能献血浆吗？,注意事项,23,高血压,nall,nall,nall,nall
AD鈣葡萄糖费用进医保吗？,费用,17,nall,nall,nall,nall,nall
视神经萎缩能治疗的好吗,治愈率,10,视神经萎缩,nall,nall,nall,nall
弥漫性轴索损伤易发人群有哪些,传染性(易感人群),8,弥漫性轴索损伤,nall,nall,nall,nall
北京中医妇科医院排名。腰痛的原因是有很多的，很多患者会以为是腰肌劳损引起的。但对于女性来说腰痛也可能不仅仅只是劳累引起的，很有可能是因为妇科疾病引起的，如月经病、宫颈炎、妇科等疾病,病因,2,腰痛,nall,nall,nall,nall
我是第一次买该药来服用的，听说该药的效果是可以的，我也看到蛮多的人在服用该药的。,药物作用,21,nall,nall,nall,nall,nall
扩张型心肌病患者的护理措施有哪些？,注意事项,23,扩张型心肌病,nall,nall,nall,nall
你好，我想大概问一下啊有没有糖尿病患者用的效果好些的无糖型强力枇杷露,药物作用,21,糖尿病,nall,nall,nall,nall
你好，我想大概问一下啊盐酸曲唑酮片在这里还出售不？因为我在其他地方找不到，失望,所在地区,20,nall,nall,nall,nall,nall
高血压可以纹眉吗？,注意事项,23,高血压,nall,nall,nall,nall
这款药宝宝会不会吃就拉不吃就不拉，一般吃多久便秘就不会了,药物作用,21,便秘,nall,nall,nall,nall
饮食能够改善脑部循环吗，同时睡眠不好，偶有头疼，怎么吃法,饮食,18,头疼,nall,nall,nall,nall
我最近经常会有口渴，经常会有点多食的现象，是由消渴症引起的，一整天经常要去厕所，可以用糖尿乐片治疗吗？,药物作用,21,消渴症,nall,nall,nall,nall
痔疮手术要注意什么,注意事项,23,痔疮,nall,nall,nall,nall
孕妇拉肚子需要去医院吗,治疗方法,6,拉肚子,nall,nall,nall,nall
先心病在孕早期的筛查重要吗？,检查,0,先心病,nall,nall,nall,nall
慢阻肺疾病治疗偏方,治疗方法,6,慢阻肺,nall,nall,nall,nall
表弟家的小孩子有癫痫小发作的情况，是在大约两岁的时候发现的，那一天他的儿子在我家玩，忽然那个孩子就有点不对劲了，口吐白沫，两眼泛白，一下子就好了，把我吓了一跳，后来去医院看了，才知道是癫痫小发作，不会传染给我吧.,传染性(易感人群),8,癫痫,nall,nall,nall,nall
爷爷他得了肺癌晚期，还有治愈的可能吗,治愈率,10,肺癌晚期,nall,nall,nall,nall
癫痫的危害性是人人皆知的，然而绝大部分人不清楚癫痫的具体危害程度。而且癫痫病的危害并不体现在一方面的，尤其是对儿童癫痫患者而言，状况严重的话还会影响患者儿童的一生。,传染性(易感人群),8,癫痫,nall,nall,nall,nall
2型糖尿病常见的死亡原因有什么？,病因,2,2型糖尿病,nall,nall,nall,nall
一个多月前检查出结核性胸膜炎，无痰，治疗一个星期出院，服药一个月后复查，吸收，恢复都很好，但只隔离了前十天左右,检查,0,结核性胸膜炎,nall,nall,nall,nall
经常觉得活着很累压力很大一个人经常发呆觉得活着真累没什么意思特别晚上想割完死了算了情绪很低不想说话会把自己关房间里，要看什么医生吗,推荐医生,14,nall,nall,nall,nall,nall
新生儿肺炎住院必须隔离治疗吗,治疗方法,6,肺炎,nall,nall,nall,nall
肛门里面长了个小肉球，大便时微微疼，带点点血。大概有两三个月。平时排便一天一次，拉屎需要注意什么不。,注意事项,23,nall,nall,nall,nall,nall
先天后脑血管凯细脑供血不足血压高头有时候不舒服，看什么医生,推荐医生,14,血压高,nall,nall,nall,nall
脑络通胶囊这药该不该吃？,饮食,18,nall,nall,nall,nall,nall
听说盐酸曲美他嗪片有很大副作用，不让卖了,药物作用,21,nall,nall,nall,nall,nall
就是这两天有时突然感到腰左侧剧烈痛庝，持续十几分钟如果你的情况还没好转建议你尽快到医院就诊，尽量保持清淡，同时在平时尽量不要太劳累，注意多多休息。,注意事项,23,nall,nall,nall,nall,nall
年轻时多用脑会减少老年痴呆的发生吗？,预防,3,老年痴呆,nall,nall,nall,nall
吃完药就可以吃饭吗？糖尿病除了打胰岛素吃药可以吗医生谢了,治疗方法,6,糖尿病,nall,nall,nall,nall
我的奶奶就是使用这个药物的呢，最近血压低了不少呢，要停药的吗？,注意事项,23,血压低,nall,nall,nall,nall
大家都知道，很多的癫痫患者由于在日常生活中饮食方面的不注意导致了癫痫的复发。对于癫痫患者而言，饮食结构的合体不但能够增强自身的身体素质，还可以有效降低抗癫痫病药物的毒副作用。所以说，癫痫患者的日常预防工作很重要。,预防,3,癫痫,nall,nall,nall,nall
你好，我想大概问一下啊步长稳心颗粒是去哪个门诊买,所属科室,7,nall,nall,nall,nall,nall
本人偏瘦体质不太好，三天前做的肺结核皮试现在差不多也到72小时了，那会医生说看硬结大小，我没搞明白什么是硬结，求医生帮忙看看该吃啥药,推荐药品,12,nall,nall,nall,nall,nall
不同患者的发病病因可能是不同的。白癜风诱发原因很复杂，应讲究对症治疗。白癜风的诱发原因很复杂，涉及到饮食、环境、精神状态、内分泌功能、遗传、外伤等多种因素，,病因,2,白癜风,nall,nall,nall,nall
请问阴道炎对月经有没有影响？,相关病症,5,阴道炎,nall,nall,nall,nall
高血压吃药后还能停吗？,注意事项,23,高血压,nall,nall,nall,nall
间质性肺炎是能治好的吗?,治愈率,10,间质性肺炎,nall,nall,nall,nall
上海那里大药房的右佐匹克隆片功效可以不,药物作用,21,nall,nall,nall,nall,nall
手术治疗小儿先天性心脏病花多钱？,费用,17,先天性心脏病,nall,nall,nall,nall
我服用了之后胖了十几斤的，就想知道停掉它会变瘦吗？,药物作用,21,nall,nall,nall,nall,nall
我昨天非常的痛，而且还有高血压，给我介绍给好医院吧我要去看看。,推荐医院,13,高血压,nall,nall,nall,nall
请问有医生说经期可以性交真的吗？,传染方式,9,nall,nall,nall,nall,nall
尿道炎，打了依替米星，效果不是很明显,药物作用,21,尿道炎,nall,nall,nall,nall
咨询一下附桂骨痛颗粒药品功能？,药物作用,21,nall,nall,nall,nall,nall
多大的宝宝开始补锌好呢？听说缺锌会影响宝宝的智力，我想提前给他补补。,饮食,18,缺锌,nall,nall,nall,nall
您好，请问请问有治低血糖的二氮嗪吗？,推荐药品,12,低血糖,nall,nall,nall,nall
我血压高七年，一直在吃替米沙坦片感觉有副作用,药物作用,21,血压高,nall,nall,nall,nall
宫颈癌化疗期间会出现哪些副作用？,药物作用,21,宫颈癌,nall,nall,nall,nall
我的宝宝都已经好几天没大便了她才10个月大虽然没感觉她最近...推荐靠谱的医生？,推荐医生,14,nall,nall,nall,nall,nall
女性癫痫病人能当妈妈吗这是大量女性癫痫病患的心声。癫痫病医院专家教授解答，女性癫痫是会遗传的，但是，这并不妨碍女性做母亲的资格。只要女性癫痫癫痫病人怀孕前做好相关的准备工作，也能够成为一名合格的妈妈。,传染方式,9,癫痫,nall,nall,nall,nall
原发性高血压能怀孕吗？,注意事项,23,高血压,nall,nall,nall,nall
家里的老人一直患有糖尿病，最近因为受伤伤口一直不能痊愈而且还有溃烂的迹象，这是怎么回事？,病因,2,糖尿病,nall,nall,nall,nall
北京比较好的妇科医院。腰痛的原因是有很多的，很多患者会以为是腰肌劳损引起的。但对于女性来说腰痛也可能不仅仅只是劳累引起的，很有可能是因为妇科疾病引起的，如月经病、宫颈炎、妇科等疾病都是会引起腰疼的症状,病因,2,腰痛,nall,nall,nall,nall
房间隔缺损的人手术后如何进行护理？,注意事项,23,房间隔缺损,nall,nall,nall,nall
你好！请问在市立医院能开三唑仑片吗？这种药贵吗？我快有半个月都这样！没法入睡了！一晚上只能睡两个小时左右,费用,17,nall,nall,nall,nall,nall
小儿支气管哮喘治疗期间应该注意什么？,注意事项,23,小儿支气管哮喘,nall,nall,nall,nall
怀孕四个月，臀部有个小硬块，医生说照个彩超，我想知道照彩超会对bb有影响吗？,检查,0,nall,nall,nall,nall,nall
请问能治好肾结石吗？,治愈率,10,肾结石,nall,nall,nall,nall
得宫颈炎治疗期间要注意什么,注意事项,23,宫颈炎,nall,nall,nall,nall
月经结束后3天如何防止怀孕吗？,预防,3,怀孕,nall,nall,nall,nall
高血压的靶器官损害了，求一个好的治疗医院?,推荐医院,13,高血压,nall,nall,nall,nall
我爷爷患有风湿骨病，想给他买几盒昆仙胶囊，请问有什么注意事项没？,注意事项,23,风湿骨病,nall,nall,nall,nall
孕32周时检查双顶径8.01cm'头围29.86cm'腹围26.92cm'股骨长5.77cm。。。。请问这些数据正常吗？会不会头大腿短？宝宝大概有多重呢？谢谢,检查,0,nall,nall,nall,nall,nall
有个朋友是糖尿病患者，最近叫我帮她买坎离砂这药，不知道这是药是用来糖尿病的吗？,药物作用,21,糖尿病,nall,nall,nall,nall
打小木板吃接骨续筋片？,药物作用,21,nall,nall,nall,nall,nall
吃六味地黄丸同时也吃了感冒药要不要紧,注意事项,23,nall,nall,nall,nall,nall
你好!感冒，:到小诊所打点滴后，呕吐，昏迷，送医院上氧气抢救后检出造血功能不正常。以前身体一直很好，是染上什么了吗,传染方式,9,感冒,nall,nall,nall,nall
我是做甲状腺切除的患者付优甲乐有2年了，效果对我来说没什么大用，还需要在服用吗？,药物作用,21,甲状腺,nall,nall,nall,nall
我月经不调，上个月来例假是正常的，这个月月初跟男朋友同房，但是没有内射，也没带套，这个月例假还没有来，是怀孕的表现吗？,临床表现(病症表现),4,怀孕,nall,nall,nall,nall
妄想症的临床表现是不是就是很严重毫无根据地坚信别人在迫害他医生说这个比较典型的...,临床表现(病症表现),4,妄想症,nall,nall,nall,nall
你们这里都有吗？有的话都在这买，没有去哪里买？,费用,17,nall,nall,nall,nall,nall
李大夫，用了马应龙痔疮栓后，大便出血更多了，是这个药膏的副作用/吗,药物作用,21,便血,nall,nall,nall,nall
开放性颅脑损伤易发人群有哪些,传染性(易感人群),8,开放性颅脑损伤,nall,nall,nall,nall
我妈妈80岁了，总是说全身痛，吃了通脉颗粒说很好，不痛了，我想买5盒可以吗，但是我在网上看到很多个牌子的通脉颗粒，请问他们哪个效果最好吗？,药物作用,21,全身痛,nall,nall,nall,nall
患胰腺炎听说有生命危险，能推荐权威专家给我治疗吗,推荐医生,14,胰腺炎,nall,nall,nall,nall
我想了解吃糖多会得糖尿病吗？,病因,2,糖尿病,nall,nall,nall,nall
高血压吃叶酸有效吗？,药物作用,21,高血压,nall,nall,nall,nall
得糖尿病还可以过性生活吗？,注意事项,23,糖尿病,nall,nall,nall,nall
怎样预防乳腺癌什么是乳腺癌的三级预防,预防,3,乳腺癌,nall,nall,nall,nall
连续好几天都反胃。有一两天腹泻。早上不吃东西。闻什么都想吐，怎么般。,饮食,18,腹泻,nall,nall,nall,nall
两个月前有过一次带套高危，之后生殖器痛，尿频尿急，经治疗好了，复发比例高吗,患病比例,16,nall,nall,nall,nall,nall
糖尿病患者平时该注意哪些事情？,注意事项,23,糖尿病,nall,nall,nall,nall
吃两百片安定片多久才会死？,药物作用,21,nall,nall,nall,nall,nall
